	S0	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19
A669	1047.4260332018575	1053.2969683350248	1044.220206466144	1042.0597772591093	1059.4769453545484	1053.4256227217295	1045.1119264292456	1034.4499757396854	1037.994579662028	1045.1077581521251	1042.9572198492965	1052.3672282277878	1052.4393554056535	1055.8608998321902	1052.5935089827685	1050.0757199442317	1038.4353364709482	1039.1362479076452	1059.1063443497371	1045.7508705416278
A670	1036.9374391583292	1044.6071656805573	1044.048197942766	1044.9660449903529	1025.542901671208	1047.3288324372152	1048.5937063361791	1042.925100650539	1052.779778646488	1048.371309391048	1063.6303446387394	1048.9856750900633	1043.4537608054602	1061.5835930377652	1048.7425756560383	1030.8299460818466	1036.2441728550143	1055.2611373495743	1043.4876462847546	1040.6600821059576
A671	977.3084086897034	978.0224149862586	976.0047083223388	970.6225548398562	968.4087101293492	969.3096098458528	970.5015611421472	973.5655837717404	963.9028139428591	973.9951995438906	973.4908112832218	970.6630589064014	968.6039862990039	975.0806284515344	960.0898110767389	961.7479651153376	968.6165526354223	979.7796235003533	982.7426757349627	976.8584481672427
A672	959.7530952090804	954.8539194355027	946.4568730658079	966.0857424556599	975.3430028558067	984.2364219701399	963.1466233440791	992.641211922776	970.424736567615	964.0541671894039	973.1572172195224	978.741376918981	970.1132740366461	954.063076133209	978.3357789637053	973.1553996572245	968.7818602148941	989.8582920630527	977.300338450991	956.7324587867486
A673	948.7916161761883	955.4107109334254	955.2962493838712	955.8518279256889	952.7551106198355	953.9163678197588	948.5154015172704	949.7478731897178	955.2924388311687	958.2832792952717	954.1025049252205	950.9881059944771	953.0430729096275	962.156144356003	958.7741219140722	946.8613131010479	956.5501975940103	955.5147225711677	950.4795907902673	950.417112758978
A674	948.2985066437773	958.8000920559722	944.1514301025679	958.5679689635444	961.8397379131738	983.0613741278439	991.1794044667661	964.7932516726015	971.6684951243965	945.8005905890934	942.5554255244143	954.3394439803952	975.5135722630168	969.7047863909205	955.9532008886508	980.0088274353344	962.2572429915962	968.154626013944	975.677067113883	985.1817890199353
A675	952.1258679699577	962.2085037799479	953.8630137386285	957.3726372722515	952.6404638758689	961.5087268192933	951.376260804305	944.160988413383	955.7005240202544	951.4772044408104	955.4958554982472	959.061854014779	943.392055954068	939.9164121313412	949.5255905279578	957.976389949732	966.2417125762995	958.6633507215915	953.465773233163	936.7302861224533
A676	939.528192769458	952.5820547107692	963.7362129811529	972.2268387965312	971.1348328359023	959.500250490858	950.4293942148701	960.2304512915313	957.042591688461	953.5582677523621	960.4944892312226	948.4666606973983	945.3872643836149	952.2598764380157	952.8533231010051	956.6641901788456	957.9502422433761	968.9293921777376	947.0057714728758	963.2307534716869
A677	959.7198358919455	955.4529317945133	957.28418977116	958.4775105486262	956.443015734214	958.8361850906005	961.4536305247472	957.4128461282285	960.2611221318542	958.999533477983	956.73471077062	960.4944773011425	957.3170228157193	957.1290190150219	959.7097555357536	959.4357261390638	957.990340783952	958.0109210097639	959.7862521493628	958.8104039851293
A678	963.3214489614493	965.3790925924332	972.0887028845361	964.102388412388	966.4961870335483	970.9941146727352	965.3435444889377	971.3513278145556	970.2633430547418	965.0077614600634	971.0811400765142	963.0004390549949	967.5501258438027	966.8390136337424	965.7168348439022	972.6001302942327	968.6246800261284	968.9562929332334	971.8728747617258	961.1478338786932
A679	981.8575162681847	967.0718255863216	956.6819769452637	952.1830298686306	965.7123195162636	967.4860301360732	964.0655502491059	982.6490117643102	956.6627545750029	964.0497870582009	964.9363688891966	980.694927369735	967.5639845111074	965.7490777594429	972.7619329269411	975.4213537459957	979.7642723374934	971.5669477744021	980.7611531445323	968.1288576389778
A680	971.1218383658138	971.4076684556378	969.6112738163778	970.0921971474447	972.4727572380436	970.820164983169	968.3696223628062	969.4998507877709	970.7920991981654	967.6338343004929	969.2662714053599	971.4102545044335	969.7339502546861	973.6296816958569	973.664701165493	968.3991130246375	972.576990723422	970.998546581107	969.8257755508029	968.9104821701945
A681	848.1701405564177	868.0062765741511	848.6319807704517	859.5185868838051	833.6438514343967	860.3405387804473	842.4212394506853	862.1849533082298	856.4392151259539	857.2254795265235	841.8467516700367	840.5122001927313	830.5101016274232	864.0885226438642	841.3700340420854	849.6730919084952	863.738072110575	838.9829990883364	848.6594676680297	857.4638564578934
A682	872.613623399628	870.413461185411	861.1240341953988	870.2423223017765	865.709860524863	859.8050982916943	862.328556687839	875.086012497498	859.5181085670907	871.9813404694165	868.5051284265844	871.6986583543588	871.9807878508807	874.618040974488	867.6483750779528	871.7877730745809	871.2591729983576	865.8805256908767	855.8125313904836	873.8607954294148
A683	869.2644128480949	879.5174249883406	879.4330355992566	861.0509289567442	866.8103409773298	861.9479677709407	869.0700640558102	885.9102480247333	868.1004050275923	859.3460213890204	876.1411002131584	889.1110576731028	858.911552542276	876.3077805272769	873.924311528209	858.580518925138	874.2192061066756	864.5205720640823	890.5366173517984	877.0874012752657
A684	846.9918861400486	846.3717113667518	847.0025478225467	847.01223334639	847.348930296055	846.1675259186309	845.9121076687666	849.7255824964576	848.8541820145887	844.7010606726747	850.7740357833757	848.914313063596	848.9381479730121	850.2180025050952	850.2782138601694	851.541733814725	847.776512743271	847.153617607041	848.2732049105433	848.0631683537816
A685	869.7758418599007	867.6011051257251	870.919522700881	867.4252459396465	864.3219961067465	867.1948162817546	864.2861291727696	869.6154219649081	873.9941027606328	872.3790532663795	872.5997748785371	873.01238721947	874.2192435833651	865.5409865808193	866.6964858744454	871.2132821355983	868.9352591370996	866.51642177559	868.1691578417908	870.7021472194295
A686	831.713692005826	887.3468643148243	873.0483780731349	873.0907060517711	849.8302856171366	888.745072437297	874.1827389295948	862.4121715856741	838.4656421676743	851.9543269590235	822.8237326775115	884.4856126058934	863.3173390959272	847.6939326986019	867.8310517589653	835.5715926404747	824.9490244837522	848.1834325175785	813.9125352887089	853.0597983098947
A687	858.1757219102313	875.4960431988645	849.9170171627674	857.7464769593628	851.950362037488	853.411082000076	852.7672143387371	864.1561407599517	853.3044943240482	847.9982039829008	863.5162625552141	874.6431284940063	861.0726489761122	847.0751115574383	843.6468481996249	857.7174473399864	863.9823247652312	843.5453936980815	854.0891695481357	867.5379652503646
A688	1084.0899298066659	1080.9211590043287	1078.4742883540312	1075.7210738783326	1079.6391010631353	1079.7808013173697	1081.2418299114095	1080.0636173163034	1081.1969178936195	1078.854623842185	1084.544325835261	1083.023426820382	1081.5262426100915	1079.3107306709312	1077.9343119992163	1084.1292923972646	1077.2690908219201	1080.08497154977	1081.4848292624729	1074.7363136462113
A689	1077.1626404364506	1064.3199722729787	1059.943095204288	1067.0278907933623	1071.9409901122422	1060.2990127140667	1092.2379359232975	1144.815091862096	1050.1405010194414	1123.841576643897	1110.1055938938598	1116.6802098813241	1060.7753339274486	1110.9850846125241	1095.8281030073076	1072.8205552085908	1084.2761723418737	1067.0069866763295	1064.9445431335578	1087.8905529469896
A690	1110.7703364417573	1090.162279922444	1070.4634725633443	1080.1047160046876	1062.571140566831	1081.8493899610983	1105.1381650403678	1061.2827793426572	1052.6774452728819	1080.3172889356622	1063.688709205048	1082.280388997456	1069.5830368970633	1094.6345755348761	1071.7401326066238	1056.4221509969325	1086.3851534789644	1070.4829170351084	1058.3285853829445	1084.1530756723537
A691	1063.1960256283987	1084.57086541751	1084.5980434828768	1082.1772293533809	1080.7972033859414	1077.0112910602472	1090.6890078847957	1082.6307788809506	1094.4574786481924	1094.4801380547137	1083.854005432099	1073.832418739989	1090.796472495976	1090.9319673648697	1083.2158972269365	1076.1587515854574	1094.7003413994512	1082.8440598933075	1087.5870216002897	1067.3287912878784
A692	1090.9484735111052	1088.5312950571674	1100.1113046179692	1101.9574054078842	1083.2663455761463	1089.3038810495461	1084.1965634962874	1082.0848888644525	1090.5213953969055	1089.7065733616196	1090.028644382765	1094.6417403899193	1089.104476194188	1089.7348215832856	1086.1648810355687	1091.1979607272356	1086.1989442887689	1091.439639412597	1088.354305335905	1078.739385706115
A693	1099.597484332062	1097.8148078368542	1098.6411127441008	1099.9568427982783	1098.7477969556558	1099.4451947839268	1100.3252467837672	1099.0089736982698	1097.33938547796	1099.0132126630795	1098.9554428991714	1099.2512402919922	1098.830190953359	1098.9132092459	1098.9637512502636	1097.3368493958772	1096.5041024269194	1097.9252655131445	1098.9088498401075	1097.4853440080515
A694	1092.926034638664	1083.4689684519494	1080.0763657731309	1094.66918646134	1079.8427667204865	1074.162237658385	1092.0069777900776	1092.0853817911827	1084.6731666483927	1085.5638536109664	1085.7346481623724	1088.9855762619338	1086.187606152223	1091.2530958654802	1088.0488671128119	1085.7164064683907	1084.3477300092582	1084.789074554536	1076.1861064299412	1086.0888822533739
A695	1073.9986798672421	1073.4013133503452	1101.6626199991008	1077.8655317711264	1071.3639349353184	1096.521937858848	1074.1256135926615	1083.6078985681506	1090.5882438839571	1053.656498486054	1079.7235816706498	1066.7821341800197	1086.2506312236942	1091.2380858878935	1069.6572980889666	1115.5242328495574	1064.1372820764886	1062.2917054159843	1070.203184038456	1064.4316265538416
A696	1097.109790863588	1107.7675251447013	1113.7024642097417	1108.1156841471761	1106.595487493505	1097.0993608151778	1115.306828826119	1108.8940993177455	1110.169176421375	1117.6610780938859	1114.7298281876376	1111.3064002286765	1127.494652878735	1115.2299620016652	1097.0006860389497	1111.500274711902	1099.481662710262	1105.22576155305	1107.8465636560845	1104.232932741648
A697	1093.5402348305017	1074.2776556590688	1093.2933983262474	1136.7299286231848	1095.0921823844585	1092.672584971349	1154.302838781911	1065.6452244851641	1120.375266365518	1094.192414486238	1068.6803258807963	1114.030398311506	1111.1687353720993	1101.0359094668645	1084.7888618615514	1099.0480835256049	1158.4670803139097	1092.7888300517614	1127.5892626173693	1095.6942800280885
A698	1090.662216579513	1084.5121866035513	1087.7443204634524	1087.5620961294044	1092.725970896747	1091.2070341061199	1084.7783799338306	1088.2300004693384	1085.7995958005824	1088.7614220571306	1091.3161545256526	1091.4002223493517	1092.1076167222018	1085.6443171774904	1092.1524644205952	1089.9807321151898	1088.9600129244238	1087.4945683600033	1087.4249230806108	1087.8592113704303
A699	1078.3629035438628	1100.9724346721198	1117.9151536406243	1090.8982689608326	1131.8661041865516	1111.5605997664466	1122.2052824269583	1099.269095299267	1121.8752801486323	1106.1305517225198	1086.1388988487722	1114.6587160992979	1090.2713149049928	1083.4403526668568	1103.95120221692	1125.6652394639327	1148.5872694174557	1097.5772847372264	1085.7051836348974	1081.2326362421709
A700	1090.7650749134443	1085.0150832581696	1084.0817047053215	1089.0727240911924	1084.8803799467867	1095.9659564286594	1097.5838905476369	1096.103739283722	1085.6900124268234	1092.5685641868995	1094.9872491164701	1095.8332482535884	1084.4344504287412	1098.7111004352166	1091.8268476943117	1095.7185232387628	1082.5360222686115	1086.6156018891982	1091.0218515233157	1093.249943174772
A701	1116.9917769327187	1116.3689401011106	1117.25173525285	1115.7321235211125	1118.31366102189	1117.0281556863977	1120.4678165574023	1117.860193167721	1117.16962918185	1119.7499079509191	1120.6651385402292	1117.021409372601	1120.8926133629182	1117.7293464792547	1119.1674026373596	1120.177273736076	1116.7171628078215	1118.4283966526723	1115.9783237597333	1119.7339719388872
A702	1095.3736186665649	1094.2913552226366	1096.3671547029849	1103.3837362468553	1093.764773430971	1098.3448306173213	1092.0730827352288	1094.2009949897904	1096.1331596612947	1091.71557325619	1095.7250377448154	1097.4747404922896	1091.6698681074267	1094.6926892912836	1089.0511889330853	1094.9810403168428	1091.879233960746	1090.4133452989659	1095.2882133729722	1089.228929463707
A703	1110.8560621694617	1112.3889670000901	1105.6911784752058	1114.3501694085874	1108.748301374673	1110.3710332309738	1114.8866194616355	1112.9238290166952	1118.480891363824	1116.0406355662647	1101.9500381857251	1113.5267311729235	1117.146637947286	1107.955043154624	1105.3937114193232	1114.040801742897	1116.9631631748814	1109.3654489354012	1113.9249239602384	1113.3456130356217
A704	1123.419662380828	1121.791939783802	1122.493107275939	1115.9332131459562	1110.385139120825	1111.7016049319848	1108.3625881023975	1115.8461243917773	1123.3563054791225	1118.0359771986593	1116.2593602741251	1123.1884062727286	1112.2810382942243	1130.4041720547677	1117.1382193810036	1117.954116147441	1125.9936713211293	1120.8647234648415	1101.9700718536965	1112.3744046256786
A705	802.7721368067082	798.9620316874692	802.8090893355559	802.4507361616472	801.0516067809748	800.8720735661013	799.6066138924152	800.7619732468651	800.4716744865211	800.2258467668355	918.7817118639346	915.4093991868538	919.5349863090535	913.5928865903609	916.8078497883845	912.2832029302753	911.4769840696622	916.432614991972	917.5496889372075	915.7711658339718
A706	798.096630586243	824.7960202257487	814.1412315354871	814.9991054390904	858.2264597361585	809.4131777811085	858.0113212652969	800.2611041211256	831.4560662365041	801.5370693045923	937.1383324961339	914.8928478909595	950.1642322662018	952.0746682521111	955.374635841672	952.7548201026337	975.4198569211665	950.7839367471194	931.390819551894	938.7889839527559
A707	823.7067816111147	825.2703338713961	801.2535722215348	829.6165415666588	844.6662408126069	828.312142747155	830.8164157921802	833.3814659937449	832.7237624288719	846.8794112315388	950.3299767574811	936.7229859871553	944.8637509025298	936.1639295024662	938.5118890296579	959.2301078446011	929.4271560472727	930.5581762599464	950.2178138575425	959.5123891532187
A708	816.7371173000723	818.0978299131436	826.6598044412602	814.6250371836071	817.599882213673	824.9653601112849	823.4976615866786	819.8357938817933	824.7755442326205	813.5854125071784	937.8485086101707	941.7296479976409	933.2181925141737	945.2328566359058	932.5957666227303	942.3197446761998	938.6389820260166	945.5507976466458	936.9346247103384	944.1443931892799
A709	831.4346425280568	831.2825926293776	817.4393248192848	828.7210251995817	825.6856206188598	826.5133815722221	834.3214446190445	829.8406573669978	828.2498883323417	824.4312751209695	931.6266832785766	937.7986028681944	942.8711700198968	939.7661595489119	947.0631635256553	949.7488111346607	955.6691070895334	949.9067798912226	952.9374371436504	941.8197854203612
A710	824.2728318758577	815.68585689257	851.3045231294377	801.2417539349965	823.6366977365701	809.9864418121318	822.9835884109846	844.3918451891615	830.2879809595121	806.794651900215	937.1805011627035	976.6862475514814	904.1453610555908	940.828503449044	929.4300282023985	944.3936663244324	948.7078752237813	925.3359433331484	923.7895090647867	946.6698848130633
A711	805.3741915343215	817.2504523666394	780.1210893479388	805.2857900463604	816.6712252544221	807.7892071607715	786.369645069177	813.0695702712292	804.1382303044767	815.5126535546318	932.404799774865	930.0055329614514	923.0408368859327	908.2210061235593	918.6884327953617	921.9250042961131	930.0190459102455	921.8310110431347	918.1544358907271	920.2392678252942
A712	820.3529224049411	822.1505253719337	823.044320498306	825.9735190850906	827.4831925961266	822.0810408677348	821.7543271583417	826.5625183325541	830.5482154755613	836.9889374343454	949.0919333186516	933.9507113425701	933.6294541639724	950.7703312195254	943.4396581979452	947.1503126441105	939.3612709842317	943.0560096971918	943.0024083025737	940.7513122474294
A713	832.8979882529889	830.4787514496111	829.5665927843434	832.0135628937994	830.0716712121751	836.1710107230147	837.0442365229349	835.0776637060126	835.9920088087307	829.8461139799435	941.1923288981233	952.3314746418906	948.5401850667253	937.8288112650599	938.9379670549266	943.8894748346061	942.400893018591	948.3072994659685	949.6489020325586	936.7763861031839
A714	826.4541766482591	825.8278579667111	827.7259854285961	819.1051195779978	824.4942222374013	821.8780860723257	821.9935087090305	817.7787671356856	820.06702067829	820.5009621997001	937.3157086875566	936.5677172999347	933.7827770254293	940.0726605280242	936.7533105618189	943.442649830403	941.2333809325984	943.4411281961635	941.124650075049	943.3559592056134
A715	967.5744533308485	977.6192325202982	963.7271688431912	962.1963535878826	919.7433195736002	985.3820797403018	1009.7767563554054	1008.6795968816514	994.3162365331915	967.1056716919538	959.0552148333115	965.6821238363295	982.1394307764538	1000.5038137424796	979.216578178538	958.3516127941249	950.2846503322112	984.5310311456685	967.2958150943962	983.9860539975876
A716	1003.5162606966112	996.6725764106225	1002.0309344764444	988.2083089907243	1003.7344640261855	1024.1484251422432	989.7344192664145	1013.0371935525754	996.9195204943177	989.2622697026735	977.7880828316142	1025.3130788246933	1020.2651683597078	974.354806208382	1009.9708963830451	987.84439777473	996.2338408340013	989.3833314189446	988.155967805658	1007.5344028601526
A717	968.1537025582444	966.384109799991	967.6154005042705	967.3660604835513	970.3284906953127	967.642288636797	970.133702277535	967.9708919581028	970.4135812783911	969.635671293423	965.9532553009125	971.0523112036245	972.3776813340369	971.2566939165215	969.4467446891761	969.5299351512826	966.9215028379728	968.4722421990558	969.0249021016566	966.7900011818812
A718	976.4429482982488	970.7105971073255	970.1579115698925	973.3766626550628	980.5312853744362	974.1600991161671	968.661908550895	971.5812645098117	977.5454957533207	957.0774485909977	971.3681678922851	971.1876844057414	978.0059291327989	979.3224206151986	969.8770298615867	987.152889157404	972.7570224700877	965.6667735560053	975.4567843691859	966.484328379986
A719	975.1693869293867	969.2449484660883	960.8912573057709	976.1695535668903	970.5893921314525	970.8123914589114	976.6356761091429	978.4008468680126	980.9674596881083	974.247875008001	983.001498698714	975.9313638565932	977.2569476133674	975.7773603622137	985.1424979219527	972.5835456298735	971.2055296847583	973.1112700206832	976.4778743961513	973.0801498831855
A720	962.4000497148598	985.6800556194974	1002.2710782395136	981.694259550834	988.0902462271174	997.0579413700622	1016.0515328230842	944.444361918404	1002.119768763341	947.2528694310424	913.575462491843	995.7238705446767	1004.3460643336307	911.053490250927	994.7384444455764	963.1222507065366	969.8591927813701	967.2774977319971	969.1255802368286	1036.123410768311
A721	966.8915310281825	971.8933790411202	973.4604111081017	984.6758495709148	964.4139419770452	974.4724755537509	973.9772110981208	964.6398868452557	964.9685675932302	971.969171536066	958.9204720168541	969.6722033998825	971.393916932501	980.6793659441977	968.6972297932383	975.5874735670363	974.5545531023961	966.6763345597814	981.8333182572359	971.3933505503888
A722	873.5364607636922	870.647837884516	877.3105538599797	883.0716651781855	884.5647584316764	858.6760986471447	880.337239535308	881.676622054881	864.250767798232	867.7866219750207	870.4656688675465	870.3928166736455	875.5432036968941	864.2755432573456	878.9991338933321	858.3543796173542	877.7302046129136	874.2834763691362	861.3267850967299	859.9811888942814
A723	864.7651702885319	875.8961136906291	871.0553544281123	876.0809492686936	871.917916675781	868.5271956020528	869.4195860300274	869.3726270637086	871.9884599365598	866.5215863458749	869.3565262270716	871.9349019228125	867.6071052572939	865.9712763794863	864.8916356281327	866.2508230178387	863.2063787900354	864.3041156994288	858.3700379745566	868.3766315219186
A724	858.5196949919433	875.9010011909887	859.1946560768727	880.189511802501	863.7620604296332	873.8112806902558	847.5769935285127	877.3873888752705	888.6163530488109	871.9726252304072	864.6769506766868	870.9317216474495	875.1143213254084	872.7297347693416	886.6107715626665	865.0322406333587	865.1780346944033	883.3351006144608	865.4754509742461	883.707329586655
A725	875.1149339082399	877.4078881285698	876.489023403344	875.2407825310178	875.8475319160426	878.394208870645	876.2896337113408	874.2466569105193	874.7107573499228	876.4839879607214	876.1286952813665	875.9328791035824	875.4881837922021	875.5578963376346	875.7999660082667	876.1160106245771	875.6102632168853	874.1348281200583	873.9461578361232	876.7173468560802
A726	908.7650160495004	920.3711422228442	868.0259047088618	908.6096716976544	877.29383025173	920.8105754670753	892.4216503333404	903.3471025189995	916.1330449728457	862.137784714398	910.2492347248419	886.6055627450907	913.8739899136956	889.2508866634461	876.8693619162099	905.7457158861483	898.2067144701292	921.0934921371211	913.6751591893831	909.7268476716037
A727	856.888719883371	854.1275417821531	865.4245065540235	851.7928624304259	852.7766201154851	833.282712600743	849.1769650220513	852.2208011313953	848.4444887616379	859.7699977249825	861.5930798270326	841.6636068782701	875.6137767967574	836.5866874701953	842.0392403900788	853.9121954736921	876.1999872217691	844.8071205205509	863.0510466965831	873.1434202282637
A728	888.8700300093642	893.4498075284532	882.6915284035729	905.9283237830203	908.4750695883673	888.6108386194684	893.2294169537902	891.508545714661	886.8678437592023	880.8864747673704	879.8007537176383	888.2499606768558	899.7212746526812	898.43709390978	892.2907380970829	887.7320309215511	888.2796993056878	893.4336800617239	894.9502747241228	886.420099763735
A729	1070.720771358015	1100.2172349655168	1068.9770753298897	1065.6973840682879	1065.808993243333	1049.5349276156808	1048.6919396458288	1081.90047030626	1091.163659966227	1064.6196834164325	1075.1915509230198	1065.2765009769798	1111.0359193162526	1098.6499217644287	1065.0293560223072	1102.121947074816	1071.865786676357	1072.4095706047283	1069.8079090203723	1079.0707469486638
A730	1097.016446841166	1090.1965246225043	1091.1867179999667	1096.8048913017162	1088.909448135746	1087.6234601450903	1092.308722703103	1089.382074206167	1113.4821003368638	1090.1572878726824	1107.8007702921298	1105.11051687641	1112.535779488648	1101.2510884841665	1094.177200682166	1101.1432270883518	1101.0320411792811	1103.7376756521307	1098.028373133756	1101.4111441511252
A731	1072.9502464863233	1079.6524438128624	1095.9185384149366	1082.70118785374	1088.9176921150865	1090.4494190681894	1075.4360719669762	1094.5145178701005	1077.2773947033452	1077.4939145856822	1096.5902911177025	1088.0684262901511	1105.9968421626174	1088.7613791755277	1085.6934640470365	1094.9982748216898	1096.7905451571519	1092.359385277561	1097.9236500980062	1097.627964930699
A732	1079.9893986674392	1058.9919544820136	1076.717222538714	1063.7354387623425	1102.1937265717117	1078.0411983539605	1088.1073755681796	1106.8445311619432	1059.3257197678718	1050.0616415544223	1097.6785001982082	1125.7709266457061	1125.0196632200755	1105.1226119407959	1107.499039372498	1114.414345095567	1091.982788133856	1075.3385425562628	1113.0256128806898	1077.395367843789
A733	1036.9744602844069	1079.526977218556	1089.6705381133138	1082.4384891685418	1054.428336455355	1060.5891182961084	1064.784390003229	1113.854389202124	1069.4456758813935	1072.8651113587187	1060.83054804025	1089.960553747383	1102.8775918853946	1105.6952624776543	1103.415056525214	1117.0105789082377	1097.5460680227936	1084.2317415929058	1091.2891007454657	1075.598158426153
A734	1071.5357001561933	1067.4650126024403	1076.8783591144804	1069.6221680918532	1080.677127809577	1066.0116606510608	1069.651070156951	1085.2164050481192	1063.7431427906886	1074.3196363912525	1089.9430348074582	1080.7141563224086	1069.3403055954025	1085.2572786854628	1086.498532270286	1091.3322349883056	1080.648588408215	1087.0812094516289	1077.0556688806403	1093.76944990744
A735	1081.2352252536725	1065.8004412501823	1064.0122965190155	1073.274310980794	1087.8556822378105	1073.1720005501772	1060.1273300822738	1075.5584146882113	1069.014284449818	1068.8858232613022	1074.8293218378703	1071.014777303451	1081.1907802086673	1083.1962068263022	1077.105313151492	1078.045052130935	1076.087833676726	1072.7101601685763	1096.8044496450996	1073.3507593556383
A736	1070.5780895118246	1063.7701339521586	1071.4595110827559	1078.2049737713508	1104.0788689792096	1089.3995869450375	1051.161781354492	1099.8391663665361	1069.5719318278286	1065.6078878518324	1058.1037826739703	1112.9752892429199	1065.1711112377195	1094.2595291975688	1080.707578470854	1098.3353664848619	1108.8958306177503	1053.7896431200436	1067.7247333759292	1078.4920424832455
A737	1066.0206519590672	1063.517361763121	1079.4170619432364	1080.4195611318582	1078.382757832931	1079.915315783216	1070.8006481627415	1095.4325462765084	1080.2155442466287	1078.3554635664036	1084.8620977766054	1090.0999303784051	1073.5603060026724	1082.8144496712166	1073.6181536772262	1092.3428054238816	1086.6067987905278	1081.7709566373308	1089.7327581594145	1101.6268094674374
A738	1109.7740126600795	1116.1322488517549	1123.1559345690778	1110.560271121914	1107.5523077489752	1112.6924743924706	1112.3533411824192	1116.2640609642262	1112.5428391522514	1113.0634518316438	1103.8199045573508	1103.7982081594732	1120.58706373457	1107.4077806226294	1114.9061450642537	1108.9855214270635	1109.2686802185538	1109.1983268090391	1110.227571727945	1113.3404985800455
A739	1103.3223416707995	1103.3221248191317	1103.3477512966922	1103.3308783899852	1103.318426260938	1103.292745689382	1103.3550922101722	1103.3215674306912	1103.3011659002168	1103.3198326551203	1103.2956780029226	1103.306359980966	1103.3304544837638	1103.3008830942151	1103.3346171021904	1103.3223414728375	1103.3261667696936	1103.3044758260432	1103.3411078175652	1103.297214808634
A740	1085.533503433383	1106.3948700237002	1094.8714312627765	1087.8655412169508	1124.089855448048	1097.7796547600847	1092.7729441816998	1094.9731054957786	1091.902748285962	1075.0333932529365	1104.9151124993482	1091.5245018815979	1084.4677965389976	1104.8519125555938	1087.8701415782996	1086.8520634510728	1114.149442715306	1097.88217427855	1106.0297310166043	1093.3163251094836
A741	1095.532949003898	1151.548566907269	1082.7504679612284	1117.6822231374395	1117.8135458573727	1132.4304847872677	1091.2002673678096	1155.5733380603438	1094.1204494280387	1129.512124800111	1128.7670047884094	1126.1170425640978	1121.4197648286333	1129.2421703279065	1092.4580439343524	1127.2039346010376	1101.5272641226238	1112.0925833081264	1092.3912400482068	1107.706678982257
A742	1084.9586686240355	1066.1530453672833	1074.7013353991265	1080.1991181963645	1082.2841551057502	1112.2016621305347	1086.7095250934844	1091.0193012658492	1097.7273542705666	1096.8433518455113	1072.4835128743478	1094.5766349489188	1086.8996818533244	1081.5872315163751	1082.3071052114267	1065.883394341278	1072.4411087612257	1076.6303491161204	1095.7867149538795	1085.6367185005342
A743	1101.3443539897994	1090.5273885456306	1083.0304343460296	1098.995477784266	1095.6857727061126	1096.24984263782	1101.2569979569694	1094.6847028681766	1087.2596441713624	1091.1213088495972	1098.8276620418724	1102.2980895145088	1093.969173387633	1083.5950641836243	1104.8565983880444	1078.3807410883103	1095.9407670631092	1103.5364597295604	1100.9012948138927	1096.4723607966134
A744	1083.1147661602588	1087.0837729585712	1083.5099532899862	1083.2832123648272	1083.266264567444	1088.3925735309142	1087.8176061867784	1089.1198982536562	1083.0920578347598	1084.4136614721983	1083.130005798957	1082.8052146659516	1086.8554547766928	1090.3235304254226	1083.4582342882286	1079.435978270937	1083.7400307918922	1083.9694416790269	1079.6406746989546	1082.1690031417636
A745	1101.6828712988288	1102.9091526038942	1101.203392004609	1103.1440354415267	1102.3004682930327	1101.6769293366906	1101.8941625894827	1101.5007889509627	1102.3348895422391	1101.624438390733	1103.0918187284792	1102.5211019806472	1102.5281026596795	1102.4427727556629	1101.5072868692441	1101.527444501297	1102.9221867342337	1103.7939642469655	1102.0798546511598	1103.1360339593027
A746	1082.7243403868754	1105.6137563602522	1086.5152523854558	1113.0569451851527	1104.310796744904	1084.6642414206103	1103.1324746342464	1096.2808290207656	1094.7176433025054	1107.8208422181256	1106.764861938829	1096.9714158610602	1086.096750066731	1103.6404995219966	1106.8364129108045	1080.0248243128747	1098.6769189850434	1100.947784888822	1108.3861489798217	1091.2077579165239
A747	1099.7787444794485	1106.5664751580662	1107.1819513017801	1108.612847386357	1105.7345326168272	1098.983980647407	1101.7474968003985	1113.9332062442681	1105.5207708144678	1106.7808766779267	1110.3064168830153	1104.2316971163154	1106.7634552674383	1105.4085812759054	1104.838999885187	1100.3954324360554	1110.4205773549922	1107.5905057813625	1099.5156581737772	1105.0087579089586
A748	1108.1848757897287	1113.8238799705402	1104.6500230785277	1114.8134644586696	1110.7452542748517	1106.3608659976571	1111.6581944466336	1111.0887660680885	1110.340506636578	1106.0280834238336	1112.4638915373785	1111.667068160999	1113.667278910015	1103.9944965917127	1114.1673597251504	1113.4573974108762	1105.9598547806331	1108.120321085734	1106.742257088806	1113.203507467963
A749	1116.6508589324692	1126.0147091830665	1122.5136596668426	1121.733043104507	1121.1984238013376	1119.7275750115705	1120.7209030685806	1125.3050769505674	1115.3567033072313	1117.4588978087818	1118.7743451332587	1120.3274370234014	1119.5494801995774	1115.2875211998423	1121.598227280943	1123.6453076006726	1122.6491277916293	1118.3669440737945	1119.7748652488651	1120.3840007182012
A750	1112.9448602686643	1128.0852442058558	1077.8123354877323	1093.5995288895406	1097.2566125391386	1119.2981001960022	1125.45818315794	1108.4927997834448	1110.4938667629667	1093.8285769619424	1078.068346079066	1097.4869579294827	1079.55560469427	1092.953488935868	1105.4180726038865	1100.423145301052	1090.1060055034525	1145.5932489088975	1120.0733830728232	1077.709097427466
